Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time
148,Y,,,,,,,,96.5,,87.6,,,,,67,95,0,78,18,0,0,0,,1:45:00 AM,27SEP1986,22JUL1986,81%,81%,,4.00,,,280,Y,96,,,,,280,281,,,,,,,,,,
149,Y,,,,,,,,,,,,,,,66,97,1,56,36,0,0,0,,1:00:00 AM,26SEP1986,22JUL1986,60%,60%,,6.00,,,279,Y,93,,,,,279,279,,,,,,,,,,
150,Y,,,,,,,,102.5,,95.5,,,,,72,92,0,67,18,2,1,0,,2:15:00 AM,02OCT1986,22JUL1986,79%,75%,,2.00,,,278,Y,85,,,,,278,278,,,,,,,,,,
151,Y,,,,,,,,97,,92,,,,,60,109,1,112,3,3,0,0,,2:00:00 AM,21SEP1986,23JUL1986,97%,94%,,0.00,,,280,Y,116,,,,,280,280,,,,,,,,,,
152,N,,,,,,,,,,,,,,,62,90,1,80,8,0,0,1,,2:00:00 AM,23SEP1986,23JUL1986,89%,89%,,0.00,,,280,Y,90,,,,,280,,South,,,,,,,,,
153,Y,,,,,,,,107,,102,,,,,64,143,0,136,7,0,0,0,,11:50:00 PM,26SEP1986,24JUL1986,95%,95%,,4.00,,,279,Y,143,,,,,279,279,,,,,,,,,,
154,Y,,,,,,,,102,,96.5,,,,,71,,,30,65,0,0,0,,11:30:00 PM,03OCT1986,24JUL1986,,,,12.00,,,279,N,,,,,,,279,,,,,,,,,,
155,Y,,,,,,,,99,,94,,,,,61,95,4,73,17,0,2,0,,3:20:00 AM,23SEP1986,24JUL1986,78%,76%,,2.00,,,280,Y,94,,,,,280,280,,,,,,,,,,
156,Y,,,,,,,,101.5,,95,,,,,65,115,0,,,,,,hatch data not completed,4:40:00 AM,27SEP1986,24JUL1986,,,,,,,280,Y,,,,,,280,282,,,,,,,,,,
157,N,,,,,,,,,,,,,,,64,105,0,87,7,1,1,0,,4:45:00 AM,27SEP1986,25JUL1986,93%,90%,,2.00,,,280,Y,94,,,,,280,,South,,,,,,,,,
158,N,,,,,,,,,,,,,,,69,113,7,72,16,2,0,0,,3:30:00 AM,02OCT1986,25JUL1986,76%,74%,,2.00,,,277,Y,95,,,,,277,276,,,,,,,,,,
159,N,,,,,,,,,,,,,,,64,109,0,96,5,0,2,0,,3:45:00 AM,28SEP1986,26JUL1986,95%,93%,,5.00,,,276,Y,101,,,,,276,275,,,,,,,,,,
160,Y,,,,,,,,96.5,,90,,,,,61,107,0,97,4,0,1,0,,9:45:00 AM,26SEP1986,27JUL1986,96%,95%,,0.00,,,280,Y,101,,,,,280,,South,,,,,,,,,
161,Y,,,,,,,,94,,81,,,,,61,103,1,86,11,1,1,0,,11:10:00 PM,26SEP1986,27JUL1986,88%,86%,,,,,277,Y,98,,,,,277,277,,,,,,,,,,
162,Y,,,,,,,,105,,99,,,,,65,139,0,110,16,1,0,0,,11:30:00 PM,30SEP1986,27JUL1986,87%,87%,,-1.00,,,276,Y,126,,,,,276,276,,,,,,,,,,
163,N,,,,,,,,,,,,,,,68,,,63,13,2,0,0,,4:30:00 AM,03OCT1986,27JUL1986,,,,9.00,,,279,N,,,,,,,279,,,,,,,,,,
164,N,,,,,,,,,,,,,,,60,116,2,92,6,8,4,0,,4:00:00 AM,25SEP1986,27JUL1986,92%,80%,,0.00,,,280,Y,100,,,,,280,,South,,,,,,,,,
165,Y,,,,,,,,97.8,,91,,,,,70,96,0,86,7,0,0,0,,1:30:00 AM,06OCT1986,28JUL1986,92%,92%,,0.00,,,278,Y,93,,,,,278,278,,,,,,,,,,
166,Y,,,,,,,,94,,81,,,,,67,101,0,79,14,0,1,0,,9:30:00 PM,04OCT1986,29JUL1986,85%,84%,,7.00,,,279,Y,93,,,,,279,279,,,,,,,,,,
167,Y,,,,,,,,96.5,,92.5,,,,,64,,,97,6,0,0,0,,11:30:00 PM,01OCT1986,29JUL1986,,,,11.00,,,279,N,,,,,,,279,,,,,,,,,,
168,N,,,,,,,,,,,,,,,62,118,1,82,33,0,0,0,,11:00:00 PM,29SEP1986,29JUL1986,71%,71%,,0.00,,,280,Y,116,,,,,280,281,,,,,,,,,,
169,N,,,,,,,,,,,,,,,69,112,0,,,,,,hatch data not completed,4:00:00 AM,06OCT1986,29JUL1986,,,,,,,278,Y,,,,,,278,278,,,,,,,,,,
170,Y,,,,,,,,102,,94,,,,,64,119,0,97,14,0,1,0,,11:00:00 PM,02OCT1986,30JUL1986,87%,86%,,0.00,,,280,Y,111,,,,,280,280,,,,,,,,,,
171,Y,,,,,,,,105,,100,,,,,64,120,1,92,22,0,1,0,,11:00:00 PM,02OCT1986,30JUL1986,80%,79%,,0.00,,,280,Y,115,,,,,280,280,,,,,,,,,,
172,Y,,,,,,,,99,,91,,,,,65,121,0,92,21,0,0,0,,11:15:00 PM,03OCT1986,30JUL1986,81%,81%,,0.00,,,280,Y,113,,,,,280,280,,,,,,,,,,
173,N,,,,,,,,,,,,,,,66,76,0,65,11,0,0,0,,11:00:00 PM,04OCT1986,30JUL1986,86%,86%,,0.00,,,280,Y,76,,,,,280,280,,,,,,,,,,
174,Y,,,,,,,,105,,101,,,,,65,113,2,75,33,0,3,0,,11:45:00 PM,04OCT1986,31JUL1986,68%,65%,,0.00,,,280,Y,110,,,,,280,280,,,,,,,,,,
175,Y,,,,,,,,90,,87.6,,,,,80,96,0,83,7,0,0,0,,11:45:00 PM,19OCT1986,31JUL1986,92%,92%,,15.00,,,284,Y,90,,,,,284,283,,,,,,,,,,
176,Y,,,,,,,,96.5,,91,,,,,64,90,0,80,3,0,0,0,,10:20:00 PM,04OCT1986,01AUG1986,96%,96%,,5.00,,,281,N,83,,,,,,281,,,,,,,,,,
177,N,,,,,,,,,,,,,,,,103,0,,,,,,not found,12:00:00 AM,,01AUG1986,,,,,,,277,Y,,,,,,277,276,,,,,,,,,,
178,Y,,,,,,,,101,,91,,,,,73,58,0,,,,,,hatch data not completed,10:15:00 PM,15OCT1986,03AUG1986,,,,,,,279,Y,,,,,,279,279,,,,,,,,,,
179,N,,,,,,,,,,,,,,,73,98,0,82,8,0,0,0,,4:30:00 AM,14OCT1986,02AUG1986,91%,91%,,0.00,,,279,Y,90,,,,,279,279,,,,,,,,,,
180,Y,,,,,,,,99,,92,,,,,62,110,1,102,8,0,1,0,,10:45:00 PM,05OCT1986,04AUG1986,92%,91%,,1.50,,,280,Y,111,,,,,280,280,,,,,,,,,,
181,N,,,,,,,,,,,,,,,,85,0,,,,,,not found,9:00:00 PM,,05AUG1986,,,,,,,277,Y,,,,,,277,277,,,,,,,,,,
182,N,,,,,,,,,,,,,,,70,130,0,125,4,4,2,0,,3:00:00 AM,15OCT1986,06AUG1986,97%,92%,,2.00,,,279,Y,129,,,,,279,279,,,,,,,,,,
183,N,,,,,,,,,,,,,,,70,95,0,79,16,0,1,0,,3:30:00 AM,15OCT1986,06AUG1986,83%,82%,,-5.00,,,276,Y,95,,,,,276,276,,,,,,,,,,
184,Y,,,,,,,,101.6,,93.9,,,,,69,107,0,96,8,2,2,0,,12:00:00 AM,15OCT1986,07AUG1986,92%,88%,,1.00,,,279,Y,104,,,,,279,,South,,,,,,,,,
185,N,,,,,,,,,,,,,,,73,118,2,,,,,,not completed,12:15:00 AM,19OCT1986,07AUG1986,,,,,,,277,Y,,,,,,277,275,,,,,,,,,,
186,Y,,,,,,,,98,,93,,,,,,76,1,,,,,,not completed,11:15:00 PM,,10AUG1986,,,,,,,275,Y,,,,,,275,275,,,,,,,,,,
187,Y,,,,,,,,88.9,,86.4,,,,,69,85,0,44,13,1,0,1,,10:30:00 PM,19OCT1986,11AUG1986,76%,74%,,9.00,,,279,Y,58,,,,,279,279,,,,,,,,,,
188,N,,,,,,,,,,,,,,,70,111,1,41,60,21,3,5,,4:00:00 AM,21OCT1986,12AUG1986,38%,16%,,0.00,,,280,Y,107,,,,,280,,East,,,,,,,,,
189,N,,,,,,,,,,,,,,,76,127,0,101,5,35,0,0,,2:00:00 AM,28OCT1986,13AUG1986,95%,62%,,13.00,,,279,Y,106,,,,,279,279,,,,,,,,,,
190,N,,,,,,,,,,,,,,,90,131,0,72,32,26,1,9,,2:30:00 AM,11NOV1986,13AUG1986,64%,40%,,7.00,,,,Y,113,,,,,,281,,East,,,,,,,,
191,N,,,,,,,,,,,,,,,91,145,0,69,40,11,12,13,,10:00:00 PM,14NOV1986,15AUG1986,57%,38%,,5.00,,,279,Y,122,,,,,279,279,,,,,,,,,,
192,N,,,,,,,,,,,,,,,81,109,0,17,96,0,1,0,,,05NOV1986,16AUG1986,15%,14%,,-3.00,,,280,Y,113,,,,,280,,South,,,,,,,,,
193,N,,,,,,,,,,,,,,,88,62,2,31,1,27,3,12,,3:00:00 AM,14NOV1986,18AUG1986,67%,2%,,0.00,,,,Y,46,,,,,,280,,East,,,,,,,,
194,N,,,,,,,,,,,,,,,,77,0,,,,,,nest not found,1:00:00 AM,,23AUG1986,,,,,,,277,Y,,,,,,277,277,,,,,,,,,,
195,N,,,,,,,,,,,,,,,78,99,0,18,76,0,0,0,,3:00:00 AM,14NOV1986,28AUG1986,19%,19%,,-1.00,,,280,Y,94,,,,,280,,South,,,,,,,,,
1,N,,,,,,,,,,,,,,,67,157,0,71,86,1,0,0,,,02AUG1987,27MAY1987,45%,45%,,2.50,,,277,Y,157,,,,,277,277,,,,,,,,,,
2,N,,,,,,,,,,,,,,,63,,,106,35,0,0,1,,,28JUL1987,26MAY1987,,,,,,,280,N,,,,,,,280,,,,,,,,,,
3,Y,,,,,,,,93,,88,,,,,63,116,1,102,14,1,0,0,,10:30:00 PM,02AUG1987,31MAY1987,87%,86%,,10.00,,,276,Y,117,,,,,276,276,,,,,,,,,,
4,Y,,,,"tags = 3,4,5",,,,101,,93,,,,,63,,,80,31,0,2,0,,3:30:00 AM,02AUG1987,31MAY1987,,,,4.00,,,282,N,,,,,,,282,,,,,,,,,,
5,Y,,,,,,,,101,,95,,,,,63,142,0,134,8,0,0,0,,10:00:00 PM,03AUG1987,01JUN1987,94%,94%,,2.00,,,280,Y,142,,,,,280,280,,,,,,,,,,
6,N,,,,,,,,,,,,,,,69,,,80,31,0,0,0,,9:30:00 PM,09AUG1987,01JUN1987,,,,2.00,,,280,N,,,,,,,280,,,,,,,,,,
7,Y,,,,"tags = 9,10,11",,,,109,,99,,,,,66,,,166,8,0,0,0,,12:10:00 AM,07AUG1987,02JUN1987,,,,30.00,,,278,N,,,,,,,278,,,,,,,,,,
8,Y,,,,,,,,103,,100,,,,,65,128,0,102,25,0,0,1,,10:35:00 PM,07AUG1987,03JUN1987,80%,80%,,30.00,,,280,Y,128,,,,,280,282,,,,,,,,,,
9,Y,,,,"tags = exp 14,15",,,,105,,88,,,,,61,,,161,6,1,1,2,,3:35:00 AM,05AUG1987,05JUN1987,,,,50.00,,,279,N,,,,,,,279,,,,,,,,,,
10,Y,,,,"tags = 22,23",,,,105,,98,,,,,65,109,1,96,13,1,0,0,,12:30:00 AM,10AUG1987,06JUN1987,87%,86%,,10.00,,,279,Y,110,,,,,279,279,,,,,,,,,,
11,Y,,,,"tags = 24,25",,,,108,,93,,,,,65,,,124,18,0,0,0,,2:30:00 AM,10AUG1987,06JUN1987,,,,20.00,,,279,N,,,,,,,279,,,,,,,,,,
12,Y,,,,"tags = 1,2",,,,95,,90,,,,,62,,,104,4,0,0,0,,3:15:00 AM,07AUG1987,06JUN1987,,,,14.50,,,282,N,,,,,,,282,,,,,,,,,,
13,Y,,,,"tags = 26,27",,,,112,,96,,,,,63,,,86,62,2,0,0,,2:15:00 AM,09AUG1987,07JUN1987,,,,6.00,,,279,Y,,,,,,279,279,,,,,,,,,,
14,Y,,,,"tags = 28,29",,,,104,,98,,,,,63,150,2,127,23,0,0,0,,12:35:00 AM,12AUG1987,10JUN1987,84%,84%,,1.00,,,277,Y,152,,,,,277,277,,,,,,,,,,
15,Y,,,,,,,,96,,83,,,,,59,,,109,2,0,1,0,,10:00:00 PM,10AUG1987,12JUN1987,,,,20.00,,,277,N,,,,,,,277,,,,,,,,,,
16,Y,,,,,,,,100,,90,,,,,58,,,128,3,0,0,0,,11:50:00 PM,09AUG1987,12JUN1987,,,,3.00,,,282,N,,,,,,,282,,,,,,,,,,
17,Y,,,,,,,,101,,91,,,,,60,,,132,6,1,0,0,,4:50:00 AM,11AUG1987,12JUN1987,,,,2.00,,,280,N,,,,,,,280,,,,,,,,,,
18,N,,,,,,,,,,,,,,,58,,,107,18,0,0,0,,1:00:00 AM,11AUG1987,14JUN1987,,,,20.00,,,280,N,,,,,,,280,,,,,,,,,,
19,Y,,,,,,,,97,,90,,,,,57,122,1,89,30,2,1,3,,10:30:00 PM,11AUG1987,15JUN1987,72%,70%,,2.00,,,280,Y,123,,,,,280,281,,,,,,,,,,
20,N,,,,,,,,,,,,,,,59,,,129,2,0,0,0,,10:30:00 PM,13AUG1987,15JUN1987,,,,10.00,,,282,N,,,,,,,282,,,,,,,,,,
21,Y,,,,,,,,105,,91,,,,,60,,,114,25,0,0,0,,2:55:00 AM,14AUG1987,15JUN1987,,,,20.00,,,278,N,,,,,,,278,,,,,,,,,,
22,Y,,,,,,,,106,,90,,,,,60,,,83,24,0,0,0,,3:50:00 AM,14AUG1987,15JUN1987,,,,3.00,,,282,N,,,,,,,282,,,,,,,,,,
23,Y,,,,,,,,97,,90,,,,,59,,,81,13,0,0,1,,10:15:00 PM,14AUG1987,16JUN1987,,,,20.00,,,278,N,,,,,,,278,,,,,,,,,,
24,Y,,,,,,,,106,,99,,,,,63,,,169,14,0,4,0,,10:15:00 PM,18AUG1987,16JUN1987,,,,10.00,,,279,N,,,,,,,279,,,,,,,,,,
25,Y,,,,,,,,108,,87,,,,,52,,,140,3,0,0,0,,11:55:00 PM,09AUG1987,18JUN1987,,,,13.00,,,280,N,,,,,,,280,,,,,,,,,,
26,Y,,,,,,,,,,,,,,,57,,,131,9,0,2,0,,1:30:00 AM,14AUG1987,18JUN1987,,,,1.00,,,282,N,,,,,,,282,,,,,,,,,,
27,Y,,,,,,,,102,,90,,,,,58,,,109,3,0,0,0,,1:20:00 AM,17AUG1987,20JUN1987,,,,3.00,,,281,N,,,,,,,281,,,,,,,,,,
28,Y,,,,,,,,99,,92,,,,,57,,,81,37,0,0,2,,10:40:00 PM,17AUG1987,21JUN1987,,,,2.00,,,280,N,,,,,,,280,,,,,,,,,,
29,Y,,,,,,,,109,,103,,,,,59,,,94,64,16,0,2,,11:28:00 PM,19AUG1987,21JUN1987,,,,3.00,,,280,N,,,,,,,280,,,,,,,,,,
30,Y,,,,,,,,107,,92,,,,,58,139,0,106,33,0,0,0,,12:05:00 AM,18AUG1987,21JUN1987,76%,76%,,-1.00,,,280,Y,139,,,,,280,280,,,,,,,,,,
31,Y,,,,,,,,104,,91,,,,,,,,0,176,0,0,0,,1:11:00 AM,,21JUN1987,,,,5.00,,,282,N,,,,,,,282,,,,,,,,,,
32,Y,,,,,,,,104,,96,,,,,63,,,112,12,0,0,0,,12:45:00 AM,23AUG1987,21JUN1987,,,,18.00,,,277,N,,,,,,,277,,,,,,,,,,
33,Y,,,,,,,,100.5,,94,,,,,63,,,116,5,2,0,0,,11:16:00 PM,28AUG1987,26JUN1987,,,,35.00,,,275,N,,,,,,,275,,,,,,,,,,
34,Y,,,,,,,,101.5,,96.5,,,,,57,,,128,9,0,0,0,,12:48:00 AM,23AUG1987,27JUN1987,,,,11.00,,,281,N,,,,,,,281,,,,,,,,,,
35,Y,,,,,,,,103,,92.5,,,,,56,,,115,8,1,0,0,,1:55:00 AM,22AUG1987,27JUN1987,,,,6.00,,,280,N,,,,,,,280,,,,,,,,,,
36,Y,,,,,,,,104,,95,,,,,55,,,99,2,0,0,0,,9:55:00 PM,23AUG1987,29JUN1987,,,,10.00,,,280,N,,,,,,,280,,,,,,,,,,
37,Y,,,,,,,,111,,100,,,,,56,,,151,8,1,0,0,,11:30:00 PM,24AUG1987,29JUN1987,,,,30.00,,,279,N,,,,,,,279,,,,,,,,,,
38,Y,,,,,,,,94,,89,,,,,52,135,0,109,24,4,2,2,,12:40:00 AM,20AUG1987,29JUN1987,81%,76%,,4.00,,,280,Y,135,,,,,280,280,,,,,,,,,,
39,N,,,,,,,,,,,,,,,56,,,118,9,1,1,0,,1:45:00 AM,24AUG1987,29JUN1987,,,,25.00,,,278,N,,,,,,,278,,,,,,,,,,
40,Y,,,,,,,,106,,91,,,,,53,,,119,14,0,0,0,,12:45:00 AM,23AUG1987,01JUL1987,,,,50.00,,,279,N,,,,,,,279,,,,,,,,,,
41,N,,,,,,,,,,,,,,,58,130,0,114,3,12,0,0,,12:00:00 AM,28AUG1987,01JUL1987,97%,87%,,8.00,,,282,Y,117,,,,,282,283,,,,,,,,,,
42,Y,,,,,,,,97,,89,,,,,58,,,81,7,0,0,0,,2:30:00 AM,29AUG1987,02JUL1987,,,,20.00,,,276,N,,,,,,,276,,,,,,,,,,
43,Y,,,,,,,,95.5,,88,,,,,56,,,104,8,0,1,0,,11:20:00 PM,28AUG1987,03JUL1987,,,,13.00,,,281,N,,,,,,,281,,,,,,,,,,
44,Y,,,,,,,,110,,101,,,,,,,,0,100,0,0,0,overwashed,12:00:00 AM,,03JUL1987,,,,10.00,,,281,N,,,,,,,281,,,,,,,,,,
45,Y,,,,,,,,100,,94,,,,,60,,,125,5,0,0,0,,10:00:00 PM,02SEP1987,04JUL1987,,,,5.00,,,282,N,,,,,,,282,,,,,,,,,,
46,Y,,,,,,,,107,,92,,,,,62,,,99,25,0,0,2,,12:00:00 AM,04SEP1987,04JUL1987,,,,20.00,,,277,N,,,,,,,277,,,,,,,,,,
47,Y,,,,,,,,99,,92,,,,,55,,,98,5,0,0,1,,2:15:00 AM,01SEP1987,08JUL1987,,,,20.00,,,282,N,,,,,,,282,,,,,,,,,,
48,Y,,,,,,,,110,,99,,,,,58,182,0,172,10,7,0,0,,3:30:00 AM,02SEP1987,06JUL1987,95%,91%,,5.00,,,281,Y,182,,,,,281,,,,,,,,,,,
49,N,,,,,,,,,,,,,,,54,,,75,16,0,0,0,found in AM on 7/6,,27AUG1987,04JUL1987,,,,20.00,,,283,N,,,,,,,283,,,,,,,,,,
50,Y,,,,,,,,111,,100,,,,,58,,,144,6,0,0,0,,2:15:00 AM,03SEP1987,07JUL1987,,,,20.00,,,279,N,,,,,,,279,,,,,,,,,,
51,Y,,,,,,,,106,,91,,,,,56,,,125,14,4,0,0,,11:00:00 PM,02SEP1987,08JUL1987,,,,15.00,,,284,N,,,,,,,284,,,,,,,,,,
52,Y,,,,,,,,104,,97,,,,,60,115,0,89,13,0,0,3,,2:30:00 AM,07SEP1987,09JUL1987,85%,85%,,20.00,,,280,Y,105,,,,,280,,,,,,,,,,,
53,Y,,,,,,,,102,,92,,,,,51,,,112,7,0,0,0,,4:30:00 AM,29AUG1987,09JUL1987,,,,2.00,,,280,N,,,,,,,280,,,,,,,,,,
54,Y,,,,,,,,93,,85,,,,,62,11,1,6,1,0,0,4,,12:15:00 AM,10SEP1987,10JUL1987,50%,50%,,0.00,,,280,Y,12,,,,,280,280,,,,,,,,,,
55,Y,,,,,,,,102,,99,,,,,56,,,90,12,0,2,0,,12:00:00 AM,04SEP1987,10JUL1987,,,,1.00,,,281,N,,,,,,,281,,,,,,,,,,
56,Y,,,,,,,,102,,90.5,,,,,53,125,0,106,16,0,4,3,,1:20:00 AM,01SEP1987,10JUL1987,85%,82%,,0.00,,,280,Y,125,,,,,280,280,,,,,,,,,,
57,Y,,,,,,,,104,,94,,,,,60,,,114,1,0,0,1,,11:00:00 PM,09SEP1987,11JUL1987,,,,5.00,,,280,N,,,,,,,280,,,,,,,,,,
58,Y,,,,,,,,102,,95,,,,,58,112,0,96,16,5,0,0,,2:30:00 AM,07SEP1987,11JUL1987,86%,81%,,30.00,,,275,Y,112,,,,,275,275,,,,,,,,,,
59,Y,,,,,,,,98.5,,96,,,,,53,,,120,6,0,3,0,,10:55:00 PM,03SEP1987,12JUL1987,,,,1.50,,,281,N,,,,,,,281,,,,,,,,,,
60,Y,,,,,,,,106,,93,,,,,52,,,134,3,0,0,0,,12:35:00 AM,02SEP1987,12JUL1987,,,,12.00,,,280,N,,,,,,,280,,,,,,,,,,
61,Y,,,,,,,,102,,97,,,,,62,,,120,13,0,0,0,,1:30:00 AM,12SEP1987,12JUL1987,,,,12.00,,,278,N,,,,,,,278,,,,,,,,,,
62,N,,,,,,,,,,,,,,,57,,,121,8,0,0,0,,9:30:00 PM,08SEP1987,13JUL1987,,,,10.00,,,283,N,,,,,,,283,,,,,,,,,,
63,Y,,,,,,,,98,,94,,,,,64,,,86,7,0,0,0,,2:30:00 AM,16SEP1987,14JUL1987,,,,3.00,,,279,N,,,,,,,279,,,,,,,,,,
64,Y,,,,,,,,111,,100,,,,,60,,,135,13,0,0,3,,1:15:00 AM,13SEP1987,15JUL1987,,,,15.00,,,278,N,,,,,,,278,,,,,,,,,,
65,N,,,,,,,,,,,,,,,64,,,69,62,0,1,0,,2:15:00 AM,17SEP1987,15JUL1987,,,,10.00,,,276,N,,,,,,,276,,,,,,,,,,
66,Y,,,,,,,,110,,100,,,,,59,148,2,37,111,1,0,0,,11:45:00 PM,13SEP1987,16JUL1987,25%,24%,,7.00,,,280,Y,150,,,,,280,,,,,,,,,,,
67,Y,,,,,,,,98,,87,,,,,57,,,104,4,1,1,0,,1:30:00 AM,11SEP1987,16JUL1987,,,,15.00,,,275,N,,,,,,,275,,,,,,,,,,
68,Y,,,,,,,,104,,92,,,,,59,,,114,2,0,0,0,,3:10:00 AM,18SEP1987,21JUL1987,,,,10.00,,,280,N,,,,,,,280,,,,,,,,,,
69,Y,,,,,,,,103,,96,,,,,64,,,97,1,0,0,0,,9:55:00 PM,24SEP1987,22JUL1987,,,,15.00,,,279,N,,,,,,,279,,,,,,,,,,
70,Y,,,,,,,,101,,92,,,,,58,,,118,2,0,0,0,,2:45:00 AM,19SEP1987,23JUL1987,,,,11.00,,,281,N,,,,,,,281,,,,,,,,,,
71,Y,,,,,,,,104,,98,,,,,59,,,113,8,1,0,0,,11:50:00 PM,21SEP1987,24JUL1987,,,,35.00,,,279,N,,,,,,,279,,,,,,,,,,
72,Y,,,,,,,,101,,93,,,,,62,108,0,101,7,1,0,0,,9:53:00 PM,24SEP1987,24JUL1987,94%,93%,,50.00,,,275,Y,108,,,,,275,275,,,,,,,,,,
73,Y,,,,,,,,104,,102,,,,,57,127,2,108,17,1,0,0,,9:58:00 PM,20SEP1987,25JUL1987,85%,84%,,11.00,,,277,Y,127,,,,,277,276,,,,,,,,,,
74,Y,,,,,,,,98,,90,,,,,,,,,,,,,nest lost,9:15:00 PM,,26JUL1987,,,,9.00,,,277,N,,,,,,,277,,,,,,,,,,
75,Y,,,,,,,,99,,90,,,,,61,110,0,92,18,0,0,0,,4:10:00 AM,25SEP1987,26JUL1987,84%,84%,,6.00,,,281,Y,110,,,,,281,281,,,,,,,,,,
76,Y,,,,,,,,111,,101,,,,,65,,,67,57,1,2,1,,2:30:00 AM,30SEP1987,27JUL1987,,,,8.00,,,282,N,,,,,,,282,,,,,,,,,,
77,Y,,,,,,,,104,,94,,,,,66,126,0,105,21,1,2,0,,11:05:00 PM,02OCT1987,28JUL1987,83%,81%,,0.50,,,282,Y,126,,,,,282,,,,,,,,,,,
78,Y,,,,,,,,103,,96.5,,,,,69,,,7,17,0,0,0,overwashed,2:05:00 AM,05OCT1987,28JUL1987,,,,3.00,,,278,N,,,,,,,278,,,,,,,,,,
79,Y,,,,,,,,107,,94,,,,,59,,,122,10,1,0,1,,9:56:00 PM,26SEP1987,29JUL1987,,,,22.00,,,276,N,,,,,,,276,,,,,,,,,,
80,Y,,,,,,,,98,,88,,,,,66,,,85,6,1,0,0,,11:00:00 PM,04OCT1987,30JUL1987,,,,20.00,,,278,N,,,,,,,278,,,,,,,,,,
81,Y,,,,,,,,104,,93,,,,,63,,,115,7,0,0,0,,11:30:00 PM,18SEP1987,17JUL1987,,,,12.00,,,280,N,,,,,,,280,,,,,,,,,,
82,Y,,,,,,,,95,,90,,,,,55,,,78,7,0,0,0,,1:35:00 AM,10SEP1987,17JUL1987,,,,30.00,,,278,N,,,,,,,278,,,,,,,,,,
83,Y,,,,,,,,96,,88,,,,,60,,,71,49,2,0,0,,3:00:00 AM,16SEP1987,18JUL1987,,,,35.00,,,279,N,,,,,,,279,,,,,,,,,,
84,Y,,,,,,,,98,,85,,,,,53,121,1,107,14,0,2,0,,9:45:00 PM,11SEP1987,20JUL1987,88%,86%,,,,,280,Y,122,,,,,280,280,,,,,,,,,,
85,N,,,,,,,,,,,,,,,,,,133,4,1,0,0,,,21SEP1987,,,,,20.00,,,283,N,,,,,,,283,,,,,,,,,,
86,Y,,,,,,,,96.5,,90.5,,,,,67,,,103,8,24,0,1,,12:15:00 AM,08OCT1987,02AUG1987,,,,12.00,,,280,N,,,,,,,280,,,,,,,,,,
87,N,,,,,,,,,,,,,,,62,,,119,1,1,0,2,,10:30:00 PM,04OCT1987,03AUG1987,,,,10.00,,,281,N,,,,,,,281,,,,,,,,,,
88,N,,,,,,,,,,,,,,,,168,2,119,49,3,0,0,,3:30:00 AM,,05AUG1987,70%,68%,,1.00,,,280,Y,170,,,,,280,281,,,,,,,,,,
89,N,,,,,,,,,,,,,,,,,,,,,,,overwashed and lost,1:20:00 AM,,07AUG1987,,,,,,,278,N,,,,,,,278,,,,,,,,,,
90,Y,,,,AAR209,,,,103,,93,,,,,,,,85,5,7,0,1,,9:40:00 PM,,08AUG1987,,,,7.00,,,275,N,,,,,,,275,,,,,,,,,,
91,Y,,,,,,,,96.5,,88.5,,,,,,,,73,4,33,0,2,,9:15:00 PM,,12AUG1987,,,,10.00,,,279,N,,,,,,,279,,,,,,,,,,
92,Y,,,,,,,,99,,88,,,,,,,,9,64,5,4,16,,2:30:00 AM,,13AUG1987,,,,3.00,,,275,N,,,,,,,275,,,,,,,,,,
93,N,,,,,,,,,,,,,,,,,,0,95,0,0,11,,5:00:00 AM,,16AUG1987,,,,2.00,,,279,N,,,,,,,279,,,,,,,,,,
94,Y,,,,,,,,105,,95,,,,,,98,0,71,28,2,0,0,,11:40:00 PM,,17AUG1987,72%,70%,,6.00,,,280,Y,99,,,,,280,280,,,,,,,,,,
95,Y,,,,,,,,107,,97,,,,,,109,0,0,109,0,0,0,,2:00:00 AM,,17AUG1987,0%,0%,,30.00,,,275,Y,109,,,,,275,275,,,,,,,,,,
1,Y,,,,,,,,103,,90,95.3,,79.5,,75,,,52,91,1,0,1,,5:55:00 AM,13AUG1988,30MAY1988,,,,5.00,,,280,N,,,,,,,280,,,,,,,,,,
2,N,,,,,,,,,,,,,,,83,,,6,144,2,0,0,,5:30:00 AM,22AUG1988,31MAY1988,,,,4.20,,,278,N,,,,,,,278,,,,,,,,,,
3,Y,,,,,,,,103,,98,96.5,,76.1,,75,,,110,20,0,0,2,,11:00:00 PM,15AUG1988,01JUN1988,,,,4.00,,,282,N,,,,,,,282,,,,,,,,,,
4,Y,,,,,,,,108,,100,100,,73.1,,75,,,85,51,0,1,1,,3:50:00 AM,15AUG1988,01JUN1988,,,,2.20,,,280,N,,,,,,,280,,,,,,,,,,
